person_identifier,rural_urban,survey_weight,smoke,age,race,gender,highest_education,educ_highest_school_grade,educ_current_level
310221,Urban,7978.762,No,44,African,Female,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
402260,Urban,7978.762,No,20,African,Female,Certificate not requiring Grade 12/Std. 10,Grade 9/Std. 7/Form 2,
320901,Urban,74.76026,No,55,Coloured,Female,Grade 10 (Std. 8/Form 3),Grade 7/Std. 5,
635171,Urban,645.9838,Yes,51,White,Female,Others (Specify),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
675417,Urban,645.9838,No,19,White,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,Bachelors Degree and diploma
692876,Urban,11821.65,No,64,White,Male,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
321812,Traditional,1497.418,No,59,African,Female,Certificate not requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
604478,Urban,1759.876,No,31,African,Female,Certificate requiring Grade 12/Std. 10,Other (specify),
619427,Urban,1759.876,No,41,African,Male,Others (Specify),Other (specify),
745327,Traditional,261.2894,No,25,African,Male,Certificate requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
786426,Traditional,261.2894,No,31,African,Male,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
794072,Traditional,261.2894,No,59,African,Female,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
311277,Urban,505.4069,No,36,African,Male,Grade 9 (Std. 7/Form 2),Grade 9/Std. 7/Form 2,
732331,Urban,208.5501,No,45,African,Female,Diploma requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
311750,Traditional,1819.37,No,64,African,Male,Grade 7 (Std. 5),Grade 7/Std. 5,
311767,Traditional,1819.37,No,51,African,Female,Grade 5 (Std. 3),No schooling,
311769,Traditional,1819.37,No,26,African,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
402598,Traditional,1819.37,No,20,African,Female,Grade 8 (Std. 6/Form 1),Grade 8/Std. 6/Form 1,
403827,Traditional,1819.37,No,18,African,Female,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,Grade 12/Std. 10/Form 5/Matric/Senior Certificate
303349,Farms,1635.65,No,67,African,Male,Grade 2 (Previously Sub B/Class 2),Grade 2/Sub B/Class 2,
313626,Traditional,226.2903,No,26,African,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,Bachelors Degree and diploma
759894,Traditional,226.2903,No,29,African,Female,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
492151,Traditional,739.9104,No,23,African,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
731511,Traditional,739.9104,No,44,African,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 9/Std. 7/Form 2,
322575,Urban,3049.194,Yes,72,Coloured,Male,Grade 4 (Std. 2),Grade 4/Std. 2,
623933,Urban,623.3457,No,76,White,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
616069,Urban,1221.786,No,48,White,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
635795,Urban,1221.786,No,49,White,Male,Diploma requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
317483,Traditional,917.3315,No,30,African,Female,National Certificate Vocational 4 (NCV 4),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
616372,Urban,2767.535,No,33,White,Female,Diploma requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
306574,Traditional,2728.695,Yes,25,African,Male,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
304034,Traditional,2652.978,No,31,African,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
730182,Traditional,2652.978,No,53,African,Female,Grade 7 (Std. 5),Grade 7/Std. 5,
303820,Traditional,6741.01,No,43,African,Male,Grade 8 (Std. 6/Form 1),Grade 8/Std. 6/Form 1,
665138,Urban,2807.211,No,38,White,Female,"Higher Degree (Masters, Doctorate)",Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
610469,Urban,2403.765,Yes,59,White,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
633906,Urban,2403.765,No,62,White,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
645161,Urban,2403.765,Yes,32,White,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
381089,Traditional,3736.663,No,36,African,Female,Certificate not requiring Grade 12/Std. 10,Grade 10/Std. 8/Form 3,
310672,Urban,4311.182,Yes,65,White,Female,Certificate requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
310685,Urban,4311.182,No,40,White,Male,Diploma requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
715200,Urban,4311.182,No,83,White,Female,Grade 9 (Std. 7/Form 2),Grade 9/Std. 7/Form 2,
314395,Urban,2127.478,No,30,African,Male,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
306916,Urban,451.4247,Yes,42,Coloured,Male,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
733329,Urban,451.4247,No,21,Coloured,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
734251,Urban,451.4247,No,42,Coloured,Female,Grade 6 (Std. 4),Grade 6/Std. 4,
317867,Urban,766.2142,No,27,African,Female,Certificate requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
409309,Urban,766.2142,No,24,African,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
310129,Urban,3109.77,No,27,African,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
608796,Urban,3369.593,No,59,White,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
319335,Traditional,348.9613,No,24,African,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
724785,Traditional,348.9613,No,76,African,Female,No Schooling,No schooling,
409367,Urban,231.5987,No,23,African,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
710454,Urban,231.5987,No,40,African,Female,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
323228,Urban,170.9472,No,37,African,Female,Diploma requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
703908,Urban,170.9472,No,34,African,Female,Certificate requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
714160,Urban,336.5448,No,26,African,Female,Certificate requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
731030,Urban,336.5448,No,56,African,Male,Grade 7 (Std. 5),Grade 7/Std. 5,
731466,Urban,336.5448,No,53,African,Female,Grade 7 (Std. 5),Grade 7/Std. 5,
674191,Urban,587.172,No,55,White,Male,Diploma requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
311929,Urban,1268.387,No,28,African,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
728247,Traditional,337.7408,Yes,23,African,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
748585,Traditional,337.7408,No,52,African,Female,Grade 8 (Std. 6/Form 1),Grade 8/Std. 6/Form 1,
308638,Urban,4929.358,No,31,African,Male,Certificate requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
309159,Urban,855.4461,No,26,African,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
724375,Urban,855.4461,No,18,African,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
320927,Urban,503.6722,No,36,African,Female,Others (Specify),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
735899,Urban,503.6722,No,41,African,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
665982,Urban,928.2709,No,59,White,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
671922,Urban,928.2709,No,55,White,Female,Bachelors Degree,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
315351,Farms,349.1092,No,24,African,Female,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
320896,Urban,331.6512,No,54,African,Female,Grade 7 (Std. 5),Grade 7/Std. 5,
316780,Urban,828.08,No,28,African,Female,Bachelors Degree,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
322694,Farms,442.7571,Yes,39,White,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
746692,Farms,442.7571,Yes,26,White,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
312938,Traditional,229.8002,No,27,African,Female,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
321125,Urban,450.2032,Yes,37,Coloured,Female,Grade 9 (Std. 7/Form 2),Grade 9/Std. 7/Form 2,
317894,Traditional,927.6662,No,45,African,Male,No Schooling,No schooling,
319029,Urban,2004.937,No,36,African,Female,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
321808,Traditional,1265.888,No,70,African,Female,Grade 7 (Std. 5),Grade 7/Std. 5,
715355,Traditional,1265.888,No,19,African,Male,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,Grade 12/Std. 10/Form 5/Matric/Senior Certificate
798974,Traditional,1265.888,Yes,36,African,Male,National Certificate Vocational 4 (NCV 4),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
306049,Urban,2301.996,No,58,African,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 8/Std. 6/Form 1,
404347,Urban,2301.996,No,18,African,Male,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,Grade 12/Std. 10/Form 5/Matric/Senior Certificate
309542,Urban,5240.381,Yes,39,African,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
322097,Farms,539.0922,No,42,Coloured,Male,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
322804,Farms,539.0922,Yes,29,Coloured,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
322862,Farms,539.0922,Yes,47,Coloured,Female,Grade 7 (Std. 5),Grade 7/Std. 5,
411893,Farms,539.0922,No,18,Coloured,Male,Grade 9 (Std. 7/Form 2),Grade 9/Std. 7/Form 2,
317757,Traditional,62.92908,No,25,African,Male,Grade 5 (Std. 3),Grade 5/Std. 3,
707044,Traditional,62.92908,No,51,African,Female,Grade 6 (Std. 4),Grade 6/Std. 4,
733422,Traditional,62.92908,No,29,African,Female,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
319210,Urban,1273.337,No,33,African,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
302841,Urban,421.7394,No,25,Coloured,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
570442,Urban,421.7394,No,69,Coloured,Female,Grade 3 (Std. 1),Grade 3/Std. 1,
614953,Urban,2379.344,Yes,44,Coloured,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
633202,Urban,2379.344,Yes,33,Coloured,Female,Grade 8 (Std. 6/Form 1),Grade 8/Std. 6/Form 1,
604809,Urban,4441.878,No,41,White,Female,Bachelors Degree,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
635381,Urban,4441.878,No,46,White,Male,Bachelors Degree,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
308531,Traditional,468.8372,No,78,African,Female,Grade 4 (Std. 2),Grade 4/Std. 2,
312089,Traditional,1543.089,No,31,African,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
316665,Traditional,1543.089,No,58,African,Female,No Schooling,No schooling,
407922,Traditional,1543.089,No,19,African,Male,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,Grade 12/Std. 10/Form 5/Matric/Senior Certificate
581789,Traditional,1543.089,No,55,African,Male,Grade 8 (Std. 6/Form 1),Grade 5/Std. 3,
582114,Urban,945.4053,No,33,African,Male,Certificate not requiring Grade 12/Std. 10,Grade 11/Std. 9/Form 4,
582615,Urban,626.797,No,28,African,Male,Grade 9 (Std. 7/Form 2),Grade 9/Std. 7/Form 2,
381170,Traditional,3389.227,No,66,African,Female,Grade 8 (Std. 6/Form 1),Grade 8/Std. 6/Form 1,
381259,Traditional,3389.227,No,68,African,Male,Grade 6 (Std. 4),Grade 6/Std. 4,
403291,Traditional,1171.3,No,20,African,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,N6 (NATED)
730385,Traditional,1171.3,No,59,African,Female,Certificate not requiring Grade 12/Std. 10,Grade 9/Std. 7/Form 2,
501139,Traditional,2707.692,Yes,45,African,Male,Grade 6 (Std. 4),Grade 6/Std. 4,
311628,Urban,1325.726,No,58,African,Female,Grade 9 (Std. 7/Form 2),Grade 9/Std. 7/Form 2,
407084,Urban,2738.572,No,22,African,Male,Grade 9 (Std. 7/Form 2),Grade 9/Std. 7/Form 2,
305531,Urban,3532.576,No,24,African,Male,Diploma requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
303081,Traditional,8431.062,Yes,39,African,Male,Certificate not requiring Grade 12/Std. 10,Grade 7/Std. 5,
602817,Urban,1880.369,No,36,African,Female,Certificate requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
627245,Urban,2661.283,No,21,White,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,Bachelors Degree
628913,Urban,2661.283,No,50,White,Female,Honours Degree,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
633280,Urban,2661.283,No,22,White,Female,Bachelors Degree,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,Honours Degree
633950,Urban,2661.283,No,84,White,Female,"Higher Degree (Masters, Doctorate)",Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
687318,Urban,2661.283,No,44,White,Male,Bachelors Degree and diploma,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
309197,Traditional,267.4322,No,47,African,Female,Grade 5 (Std. 3),Grade 5/Std. 3,
702412,Traditional,267.4322,No,51,African,Male,Grade 9 (Std. 7/Form 2),Grade 9/Std. 7/Form 2,
702810,Traditional,267.4322,No,49,African,Female,Grade 6 (Std. 4),Grade 6/Std. 4,
706991,Traditional,267.4322,No,41,African,Male,Grade 4 (Std. 2),Grade 2/Sub B/Class 2,
776155,Traditional,267.4322,No,34,African,Female,Grade 11 (Std. 9/Form 4),Don't know,
792662,Traditional,267.4322,No,75,African,Female,No Schooling,No schooling,
405374,Traditional,303.6718,No,21,African,Female,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,Grade 11/Std. 9/Form 4
709863,Traditional,303.6718,No,26,African,Female,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
788315,Traditional,303.6718,Yes,25,African,Male,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
792833,Traditional,303.6718,No,59,African,Female,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
797072,Traditional,303.6718,No,61,African,Male,Grade 4 (Std. 2),Grade 4/Std. 2,
675536,Urban,731.2215,No,56,African,Female,Honours Degree,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
305245,Urban,300.0157,Yes,33,Coloured,Male,Grade 9 (Std. 7/Form 2),Grade 9/Std. 7/Form 2,
305246,Urban,300.0157,No,45,Coloured,Female,Grade 5 (Std. 3),Grade 5/Std. 3,
305247,Urban,300.0157,Yes,54,Coloured,Female,Grade 6 (Std. 4),Grade 6/Std. 4,
310772,Urban,300.0157,Yes,25,Coloured,Male,Grade 9 (Std. 7/Form 2),Grade 9/Std. 7/Form 2,
412246,Urban,300.0157,Yes,22,Coloured,Male,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
583099,Urban,300.0157,No,27,Coloured,Male,Grade 8 (Std. 6/Form 1),Grade 8/Std. 6/Form 1,
583100,Urban,300.0157,No,28,Coloured,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
302142,Traditional,2868.155,No,26,African,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
319161,Urban,1762.937,Yes,29,African,Male,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
321023,Urban,1762.937,Yes,25,African,Male,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
401723,Traditional,1152.495,No,18,African,Female,Grade 9 (Std. 7/Form 2),Grade 9/Std. 7/Form 2,Grade 10/Std. 8/Form 3
723533,Traditional,1152.495,No,52,African,Female,Grade 5 (Std. 3),Grade 5/Std. 3,
736926,Traditional,1152.495,No,33,African,Female,Grade 7 (Std. 5),Grade 7/Std. 5,
756913,Traditional,501.7045,No,24,African,Female,Grade 9 (Std. 7/Form 2),Grade 9/Std. 7/Form 2,
312751,Traditional,413.3212,No,70,African,Female,No Schooling,No schooling,
409038,Traditional,413.3212,No,19,African,Male,Grade 9 (Std. 7/Form 2),Grade 9/Std. 7/Form 2,Grade 10/Std. 8/Form 3
409040,Traditional,413.3212,No,21,African,Male,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,Grade 12/Std. 10/Form 5/Matric/Senior Certificate
730638,Traditional,413.3212,No,26,African,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
301626,Urban,365.9318,No,26,African,Female,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
406297,Urban,3649.706,No,21,African,Female,Grade 8 (Std. 6/Form 1),Grade 8/Std. 6/Form 1,
303587,Urban,2557.581,Yes,31,African,Male,Diploma requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
311259,Urban,2557.581,No,63,African,Female,Diploma requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
731476,Urban,2557.581,No,29,African,Female,Certificate requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
406461,Traditional,1024.985,No,20,African,Male,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,Grade 11/Std. 9/Form 4
311313,Urban,706.9757,Yes,58,African,Female,Grade 4 (Std. 2),Grade 4/Std. 2,
746741,Urban,706.9757,No,30,African,Female,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
312646,Traditional,788.1343,Yes,35,African,Male,Grade 7 (Std. 5),Grade 7/Std. 5,
313529,Traditional,788.1343,No,59,African,Female,No Schooling,No schooling,
302244,Urban,269.3792,No,32,African,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
717122,Urban,269.3792,No,44,African,Female,Certificate requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
314032,Traditional,620.3736,No,82,African,Female,Grade 4 (Std. 2),Grade 4/Std. 2,
409771,Traditional,620.3736,No,18,African,Male,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,Grade 11/Std. 9/Form 4
739647,Traditional,620.3736,No,19,African,Female,Grade 8 (Std. 6/Form 1),Grade 8/Std. 6/Form 1,
761995,Traditional,620.3736,No,40,African,Female,Grade 7 (Std. 5),Grade 7/Std. 5,
613074,Urban,991.6622,Yes,64,White,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
624826,Urban,3503.786,No,47,African,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
718855,Urban,540.8314,No,30,African,Female,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
302502,Traditional,1517.948,No,30,African,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
722235,Traditional,1517.948,No,32,African,Female,Certificate not requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
317351,Traditional,177.6349,No,54,African,Male,Grade 6 (Std. 4),Grade 6/Std. 4,
722960,Traditional,177.6349,Yes,26,African,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
722961,Traditional,177.6349,No,20,African,Female,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,Grade 12/Std. 10/Form 5/Matric/Senior Certificate
722962,Traditional,177.6349,No,21,African,Female,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,Grade 12/Std. 10/Form 5/Matric/Senior Certificate
752458,Traditional,177.6349,No,39,African,Female,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
797845,Traditional,177.6349,No,19,African,Male,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
301095,Urban,4495.737,No,76,African,Male,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
301703,Urban,4495.737,No,70,African,Female,Grade 8 (Std. 6/Form 1),Grade 8/Std. 6/Form 1,
304507,Urban,4495.737,No,45,African,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
304508,Urban,4495.737,No,40,African,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
401323,Urban,4495.737,No,18,African,Male,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,Grade 12/Std. 10/Form 5/Matric/Senior Certificate
643929,Urban,5212.06,No,41,African,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
318394,Traditional,513.1217,No,66,African,Female,No Schooling,No schooling,
406104,Traditional,513.1217,No,23,African,Male,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
406152,Traditional,513.1217,No,20,African,Female,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
746659,Farms,45.80239,No,43,African,Female,Grade 5 (Std. 3),Grade 5/Std. 3,
